Wind Speed,Temperature,Previous Power,Previous Load,Hour,Power Forecast,Load Forecast,Frequency Deviation,Voltage Level,Reserve Requirement
12.469865318941459,-1.0196581189716838,501.80416486340994,558.2364458113259,16,700.7858813897296,433.3859733202609,-0.5,1.08,65.83973792944806
8.56518039405789,12.434120698178264,357.3621077718592,473.2923326463841,15,543.8678012982718,396.17797175658325,-0.5,1.08,54.30585404138079
8.057981983986418,-9.027539348996871,578.136222236251,443.093246566953,6,566.7322674695484,455.0753459924445,-0.5,1.08,42.12012620213139
8.058067064067107,19.242342597118988,415.3353751133638,447.73580424140994,15,557.8132936787428,356.4324996389857,-0.5,1.08,62.53770749110871
21.581489780152378,16.43339167606231,497.53427192685064,374.46804314666554,2,1200.0,313.57349769763636,-0.5,1.08,180.77127934420025
14.44258289250513,29.790789734057604,311.4233081245758,661.9292330014695,15,877.7424181967054,398.32188718593534,-0.5,1.08,112.70442848343457
6.898990264785775,21.111436546495426,460.61981315564935,282.0065416773083,7,572.5313375104431,376.6627251444375,-0.5,1.08,62.007467369693785
12.790433945623779,37.90883924078763,381.4139452869797,608.5725781263167,11,857.310122923894,343.7574586815348,-0.5,1.08,123.21351891113505
10.785690778640161,16.070423820787138,267.8043582658189,445.8323311989723,2,718.6866901941049,340.2628162969343,-0.5,1.08,85.19829840316005
2.1127985356235093,13.944699479976926,554.1842089336317,488.51137424510586,16,282.91358556066257,359.26848537187266,0.5,0.9922823393090363,32.17973678405523
4.658842677983584,13.156433492829041,664.1159539091574,442.24148301467335,20,392.4012689405568,345.44646756902097,-0.3671473091085912,1.08,41.347178412720666
11.247079790859598,10.604112889682263,612.9473589343946,723.5037591570438,17,674.8625111045543,382.4934601436713,-0.5,1.08,76.24692423639814
20.466286123270265,-7.077509163825688,568.1690689903805,551.9578722022932,10,1096.5561377338288,408.9138751119835,-0.5,1.08,162.37184559377158
8.101471454713808,12.798053729920424,458.58788320544545,644.8454230051423,3,610.2637188207749,378.1163232162319,-0.5,1.08,73.5886889849381
6.554864970172874,-5.678547264359924,580.5890228547826,706.0632230315207,15,404.5691201266962,419.7280579229826,0.11558775687847699,1.027257643432596,37.58270600498281
9.981771535555445,19.520333445857688,622.3853198573728,569.6086568826885,16,639.8991401544479,382.97176272484694,-0.5,1.08,87.53246650069532
6.304090675529202,2.5993970752941564,513.6821829671293,406.5251474973745,8,505.6404008337508,383.3780101040064,-0.5,1.08,49.5295438369014
7.7634606462230575,6.056673769115802,381.5639827687977,523.5228699861074,5,595.6140386913668,399.73399859606064,-0.5,1.08,60.6625135738249
9.256402610779705,8.305898051674482,450.0615701408629,460.9302383720557,23,605.2025277031798,309.79329012266805,-0.5,1.08,90.14728344928263
4.499289394493837,12.950649621867546,670.2696488347937,489.5795005735241,19,373.2685345879398,381.5217557836464,0.0689273944243218,1.0568793205142941,35.56168832666467
14.868089839798847,15.06868254939037,492.52558318498336,538.6451448820853,1,869.9718450703581,300.0,-0.5,1.08,131.09628963409403
3.9500555742341446,25.844795830730707,200.0,533.9013229489283,8,453.9585110604201,393.81623109474964,-0.4815772002038859,1.08,51.95727412946822
3.614215945155341,9.224699064924462,353.10765363298066,599.4530993224344,20,323.67855134273333,376.6300786398282,0.40275856298660084,0.9894427609163577,37.83332043475763
10.504308039705446,19.801461362223698,457.55512968575187,616.8765152536585,5,744.2637838687459,374.7187302876274,-0.5,1.08,96.78029874504757
14.222210879971978,40.0,603.5825238417568,533.9025788480251,2,941.5615228985586,386.18778797416707,-0.5,1.08,130.13705349306454
10.347445740359149,18.7735070276323,472.68776475930883,598.4162701729501,19,646.7612934547773,351.95235548136054,-0.5,1.08,75.58885767602725
8.687829173184491,13.195102110683662,605.443165497326,484.076817407747,5,657.6313501004303,380.6822413638296,-0.5,1.08,80.47152268847924
7.715989329533742,7.208483480717027,447.38376464525106,707.7735790715805,6,569.7121950805358,405.18443627934226,-0.5,1.08,70.78907800340276
6.9403572975756616,13.056684545796715,303.5707477764387,482.13864541388244,0,486.5377198087635,300.0,-0.5,1.08,67.13653608858684
16.772825576657944,6.137796563905942,450.84388414019156,693.6623781546914,22,915.1793028561026,352.0893822447954,-0.5,1.08,131.60469312122672
11.31086503793848,17.686614266837726,534.4945001546286,372.87194898739335,0,728.3283574680369,300.0,-0.5,1.08,105.80496609492128
7.300874920064084,16.03544138639393,526.1950349341313,504.3511291106985,4,583.7879726003333,353.0176903778219,-0.5,1.08,74.18558702730286
5.974373094710684,-6.622192209177932,374.48922507433645,510.28261916636734,5,446.54672274039757,474.9976370982937,0.21215605145933225,0.9969559622545371,41.11929761233478
13.28402745376043,14.814419942339324,464.8803798196235,583.4790153698169,12,754.8339516721489,300.0,-0.5,1.08,116.74402194810483
16.553101649801405,25.76146312640013,768.4674238064074,653.4180163862588,1,980.5091994604654,300.0,-0.5,1.08,149.83673700830795
15.73198752207241,11.008881477972501,376.6731173703123,400.0725756328567,14,894.6682050250383,384.50826006312025,-0.5,1.08,124.42704284602617
5.311554286664757,8.47103227588438,566.0723394463748,417.0420349548511,14,415.8293614540338,324.6675426445985,-0.5,1.08,50.248645314884584
7.675238197283421,1.2229922688314758,290.3324301430205,381.77103187405146,12,500.95675113684746,300.0,-0.5,1.08,58.11465530441672
6.853766646414698,-3.5799204162440432,586.3791824569662,708.42210366381,13,466.90359201063626,369.80858827917854,-0.5,1.08,48.82294500113194
8.311910022485725,23.31349267063254,410.7674609811553,585.7125931356547,21,574.2258143773819,316.06188072166987,-0.5,1.08,59.17907696760928
14.790118998973313,13.18521670420804,540.208825820294,419.87545498514527,6,941.9420550547217,382.61681115576795,-0.5,1.08,134.53881358038115
19.428871636775916,22.720215620034228,370.8474398231799,496.82861512527154,13,1056.6195394296058,336.2038887337991,-0.5,1.08,164.95756156174664
11.55658711487171,30.31323744579469,529.0852800176707,691.8113674793793,23,732.2552962896426,300.0,-0.5,1.08,113.78632233842735
6.110396742312313,24.212476849103453,409.1349704258562,516.6256923626514,9,514.9619670977594,320.921121970951,-0.5,1.08,61.76697730546897
9.130064236637507,9.576276785612041,428.4951817033375,509.53742346505925,16,580.6709031026711,356.42081806925194,-0.5,1.08,72.83738998620773
21.43620963367325,16.448676646575553,544.1986006395031,456.24439518123296,13,1155.05720687274,302.65838937953384,-0.5,1.08,194.82341791310643
9.83974118386102,8.852271348430817,456.9614523602984,427.00092234174843,7,693.9046201313462,418.17413039492493,-0.5,1.08,90.94164533888589
7.7265481745927165,7.917115373983369,538.0381448216311,691.9988572531788,3,574.9842490798615,360.9163115878307,-0.5,1.08,68.29884715475305
8.13326079812076,18.42815162402624,480.91586813566494,750.8681906490472,15,548.153815013324,348.6491676984967,-0.5,1.08,67.0253935625054
