Wind Speed,Solar Irradiance,Temperature,Previous Generation,Previous Load,Day Ahead Price,Battery SOC,Grid Frequency,Congestion Index,Hour,Export Mode,Import Mode,Battery Charging,Battery Discharging,Reserve Activation,Frequency Support Active,Congestion Management,Curtailment Active,Peak Load Response,High Price Operation
11.40101972017505,424.48862512753396,13.610934231489008,598.542790663348,300.0,65.60771731971062,84.91984092904666,49.8529005631655,0.23453087198527423,0,0,0,0,0,0,1,0,0,0,0
7.8310220745672146,667.6852364875508,22.138025256452817,515.3781571169486,402.21227252123197,129.38545709148318,85.98328014218636,49.896494107101105,0.19758094435047702,18,0,1,0,1,1,0,0,0,0,0
7.367297813930439,426.93505952455763,16.426616724325115,679.0576769860677,614.1602267814319,133.2111604343357,15.87727328451578,49.98337406942109,0.006488083780526455,21,0,1,0,0,1,0,0,0,0,1
7.367375601432784,382.7127424935474,6.037333799896057,409.555948616881,574.779586496229,126.62381024928857,85.90365958011198,50.0224746092874,0.7068443574290983,3,0,1,0,1,1,0,1,0,0,0
19.731647798996462,661.1570615794242,17.449304059988805,601.030576620982,650.8055568254005,105.38156930261098,36.71873739998868,50.21981452314916,0.9374671878137444,16,0,0,0,0,0,1,1,0,0,0
13.204647216004691,323.1766548410095,17.10997710842767,766.2583608621707,579.5902756346787,127.73896868885802,18.117789117473848,50.18399897514658,0.18693534504167642,6,0,1,0,0,0,1,0,0,0,0
6.307648242089852,531.3413289412922,26.78110510894338,546.3152100190541,879.7463699223556,93.2558811650231,82.82322162902994,50.06772327237124,0.6369435754268788,1,0,1,0,0,1,0,0,0,0,0
11.694111035998885,790.3496968578515,9.250628416176049,512.7214534197267,305.90876227302175,113.64171009614901,84.10934047905667,50.2653786753855,0.7464597592217775,11,0,0,0,0,0,1,1,0,0,0
9.861202997613862,297.18572021570185,26.840875344798988,687.0619366530453,695.3941447294721,88.85952895639647,62.698486387388,49.69757283055992,0.9276142351480565,4,0,1,0,0,1,1,1,0,0,0
1.9317015182843513,592.1502072800507,17.119522691100507,619.6118112704559,774.2015609245209,63.296431005503536,60.95470058370867,50.069418107979246,0.6468602240172217,15,0,1,0,0,1,0,0,0,0,0
4.259513305584991,578.931316733873,8.028524961765036,689.4536738468319,755.2307687537599,120.93715917491807,80.04962180971356,50.18834778777806,0.9702937327487523,7,0,1,0,1,1,1,1,0,0,0
10.28304438021449,475.6657953343293,6.220995191307642,604.6198182834327,768.0909482001776,133.2537321398343,77.90476421682239,50.08211566571233,0.34467314101254776,22,0,1,0,1,1,0,0,0,0,1
18.712033026989957,374.0526039740158,35.40949675117677,313.4049059098585,789.6673862586401,169.2187634125015,86.20843787541632,49.800078803176476,0.34992853377140765,7,0,1,0,1,0,1,0,0,0,1
7.40705961573834,803.6992642235963,16.560755794481036,741.5896092510839,559.4030170089164,102.92087004187984,59.219795807736276,50.20841647002767,0.5430125100143456,12,0,1,0,0,1,1,0,0,0,0
5.993019401300914,350.6078410582585,26.42853705057439,848.4031658973931,484.7774364534564,63.56570544865309,92.41176741862469,50.114202284506014,0.3835018811159071,13,0,1,0,0,1,0,0,0,0,0
9.126191118222122,46.99027471759496,2.6269254485268334,754.0849208203545,344.79774909579913,85.14677788013557,94.69174647466707,50.05145179403202,0.0014257282875326238,10,0,1,0,0,1,0,0,0,0,0
5.763740046198127,660.1333979077584,40.0,250.0,595.6095749480457,90.92325843424459,24.32356879989061,50.01325369867341,0.7317720250869874,5,0,1,0,0,1,0,1,0,0,0
7.098021162261081,199.67416255804147,26.039201655304154,654.130585500668,533.3700314067717,99.45493419883734,82.96350076432977,50.299055310222315,0.7517170414784834,15,0,1,0,0,1,1,1,0,0,0
8.462996672712874,672.9702862137718,15.701038072603119,543.9905027309944,824.2413220485706,109.12628770215298,54.98578061988712,50.06667763155994,0.7469746046867705,22,0,1,0,0,1,0,1,0,0,0
4.1136360178229365,833.725811960861,15.24450727930041,469.8907495665949,606.8662834773297,105.88907877190003,46.00530706398657,49.963712051189425,0.3450206666104666,21,0,1,0,0,1,0,0,0,0,0
13.593682139244661,657.4374695996686,24.611383154726962,614.7278593965927,495.4391394158663,118.31246775395768,64.0457847906172,49.878293224865665,0.5222894733111719,14,0,1,0,1,0,1,0,0,0,0
3.6114793821569324,767.8528254718728,24.094635180525422,582.1263246120335,471.71968190583493,100.92269143077745,19.477244580960562,50.11362937088129,0.35997351817666945,15,0,1,0,0,1,0,0,0,0,0
3.3044260069991687,1000.0,19.64276352357695,661.0389365135809,948.3230080675692,28.24112291669674,55.51688950136639,50.14793500929134,0.01603640003064577,12,0,1,0,0,1,1,0,0,0,0
9.603938779159265,741.6901156522367,18.097908823820074,606.7896227166544,646.6870527512634,101.81401486080345,84.67124560213334,50.00847733317255,0.5624489412714188,11,0,1,0,0,1,0,0,0,0,0
13.00316423311724,582.6433481563589,23.04960375623325,465.5025471733228,532.7743305089085,97.60192283921565,32.0769212911175,49.91633322802309,0.12376066608401104,17,0,1,0,0,1,0,0,0,0,0
9.460521819756936,908.487045880912,2.3246680222784057,530.8077867908435,668.6062711658033,111.508005914628,49.11119158155401,50.199508489731805,0.0800413240914406,17,0,1,0,0,1,1,0,0,0,0
7.94315810119725,938.6938862116463,14.658527586471724,511.4449732409981,934.5333734247606,84.15553383267431,90.15847101719004,49.866887687345475,0.7554990686967872,13,0,1,0,0,1,1,1,0,0,0
7.054618815573708,942.1929458148552,3.178225275364385,394.0220187906665,591.5479036550666,101.70577173429166,49.28510702445578,50.2954168071998,0.009506202418105625,1,0,1,0,0,1,1,0,0,0,0
6.345469529212034,376.96412120099933,23.441331102322543,435.40264272553395,753.0516064172296,111.68726562586649,43.669410586591866,49.88981992724779,0.9590084436087262,21,0,1,0,0,1,0,1,0,0,0
15.335154812944408,161.495410375399,11.917674260700126,574.6717596137767,827.9691555995487,90.1987339480794,50.24293184987026,49.8082552979227,0.5152553641125769,1,0,1,0,0,0,1,0,0,0,0
10.341362320400897,361.7019541412783,3.8557972918874004,770.8504890368735,366.286416222514,115.27611806690842,56.55622132140451,49.827444995395496,0.9830164307061484,2,0,1,0,1,0,1,1,0,0,0
6.6750856412014485,675.9104039482938,10.855921283829273,535.7331504361446,554.2381371995691,97.10374797394533,65.55930753051751,49.83354187575601,0.057997572472708425,23,0,1,0,0,1,1,0,0,0,0
5.462283972306911,539.7897363330264,19.344205813192065,509.10830702966524,809.1629942238295,99.69976496945301,79.05542407333849,49.964510584394475,0.5835295488659132,7,0,1,0,0,1,0,0,0,0,0
